categorias,direccion,nombre,precio,score
Very good,"5,063, reviews,30 N 100 E, Bryce, UT 84764,5,063, reviews,30 N 100 E, Bryce, UT 84764",Best Western Plus Bryce Canyon Grand Hotel,,4.0
Excellent,"190, reviews,1600 N Ponce de Leon Blvd, St. Augustine, FL 32084-2605,190, reviews,1600 N Ponce de Leon Blvd, St. Augustine, FL 32084-2605",Hilton Garden Inn St. Augustine Historic District,,4.5
Excellent,"159, reviews,4626 State Route 28 North, Herkimer, NY 13350-4707,159, reviews,4626 State Route 28 North, Herkimer, NY 13350-4707",Herkimer Diamond KOA Resort,,4.5
Excellent,"5,736, reviews,Jumeirah Lakes Towers, Dubai 37246 United Arab Emirates,5,736, reviews,Jumeirah Lakes Towers, Dubai 37246 United Arab Emirates,Name/address in local language",voco Bonnington Dubai,,4.5
Very good,"40, reviews,Etete Rd., Benin City 300252 Nigeria,40, reviews,Etete Rd., Benin City 300252 Nigeria","Golden Tulip Essential, Benin City",,4.0
Excellent,"1,843, reviews,13 Gamal Abd Nasser Street, Giza 12561 Egypt,1,843, reviews,13 Gamal Abd Nasser Street, Giza 12561 Egypt,Name/address in local language",Best View Pyramids Hotel,,4.5
Excellent,"505, reviews,669 Mandalay Avenue, Clearwater, FL 33767-1523,505, reviews,669 Mandalay Avenue, Clearwater, FL 33767-1523",Hotel Cabana,,4.5
Excellent,"4,098, reviews,Rua Simplicio dos Passos Gouveia, 29, Funchal, Madeira 9004-576 Portugal,4,098, reviews,Rua Simplicio dos Passos Gouveia, 29, Funchal, Madeira 9004-576 Portugal,Name/address in local language",Enotel Lido,,4.5
Average,"171, reviews,5288 Boulder Hwy US 95 to Boulder Hwy, Las Vegas, NV 89122-6003,171, reviews,5288 Boulder Hwy US 95 to Boulder Hwy, Las Vegas, NV 89122-6003",Longhorn Casino & Hotel,,3.0
Excellent,"330, reviews,838 Bomoncho, Taaktsujidori Omiya Nishiiru, Shimogyo-Ku, Kyoto 600-8388 Kyoto Prefecture,330, reviews,838 Bomoncho, Taaktsujidori Omiya Nishiiru, Shimogyo-Ku, Kyoto 600-8388 Kyoto Prefecture,Name/address in local language",Nazuna Kyoto Tsubaki St.,,5.0
Excellent,"147, reviews,1299 Farnam Street, Omaha, NE 68102,147, reviews,1299 Farnam Street, Omaha, NE 68102","The Farnam, Autograph Collection",,5.0
Excellent,"443, reviews,Jl Umalas 1 No 88A, Kerobokan 80361 Indonesia,443, reviews,Jl Umalas 1 No 88A, Kerobokan 80361 Indonesia",Monolocale Resort Seminyak by Ini Vie Hospitality,,5.0
Very good,"7,756, reviews,Ctra. de Guardalavaca Playa Esmeralda, Guardalavaca 84170 Cuba,7,756, reviews,Ctra. de Guardalavaca Playa Esmeralda, Guardalavaca 84170 Cuba",Sol Rio de Luna y Mares,,4.0
Excellent,"1,316, reviews,Via Vittorio Veneto, 72, 00187 Rome Italy,1,316, reviews,Via Vittorio Veneto, 72, 00187 Rome Italy,Name/address in local language",Baglioni Hotel Regina,,4.5
Average,"114, reviews,455 South Colorado Blvd, Denver, CO 80246,114, reviews,455 South Colorado Blvd, Denver, CO 80246",DoubleTree by Hilton Denver Cherry Creek,,3.0
Excellent,"2,480, reviews,4444 Pacific Hwy, San Diego, CA 92110-3107,2,480, reviews,4444 Pacific Hwy, San Diego, CA 92110-3107",Old Town Inn,,4.5
Excellent,"2,901, reviews,Ein Bokek, Ein Bokek 86980 Israel,2,901, reviews,Ein Bokek, Ein Bokek 86980 Israel",Nevo by Isrotel Collection,,4.5
Excellent,"1,923, reviews,700 W Main St, Louisville, KY 40202-2634,1,923, reviews,700 W Main St, Louisville, KY 40202-2634",21c Museum Hotel Louisville,,4.5
Very good,"2,971, reviews,74855 Country Club Dr, Palm Desert, Greater Palm Springs, CA 92260,2,971, reviews,74855 Country Club Dr, Palm Desert, Greater Palm Springs, CA 92260",JW Marriott Desert Springs Resort & Spa,,4.0
Very good,"931, reviews,10 W Rivercenter Blvd, Covington, KY 41011-1463,931, reviews,10 W Rivercenter Blvd, Covington, KY 41011-1463",Cincinnati Marriott at RiverCenter,,4.0
Very good,"941, reviews,5625 W Tropicana Ave, Las Vegas, NV 89103-4837,941, reviews,5625 W Tropicana Ave, Las Vegas, NV 89103-4837",Club de Soleil All-Suite Resort,,3.5
Excellent,"441, reviews,3210 Lake Shore Dr, Lake George, NY 12845-6511,441, reviews,3210 Lake Shore Dr, Lake George, NY 12845-6511",The Lodges at Cresthaven,,4.5
Excellent,"827, reviews,Via Santa Maria Vecchia 2, 80069 Seiano, Vico Equense Italy,827, reviews,Via Santa Maria Vecchia 2, 80069 Seiano, Vico Equense Italy,Name/address in local language",Grand Hotel Angiolieri,,4.5
Excellent,"1,076, reviews,741 N Phillips Ave, Oklahoma City, OK 73104-6230,1,076, reviews,741 N Phillips Ave, Oklahoma City, OK 73104-6230",Embassy Suites by Hilton Oklahoma City Downtown Medical Center,,4.5
Very good,"2,123, reviews,11700 Coastal Highway 118th St On the Ocean, Ocean City, MD 21842-2506,2,123, reviews,11700 Coastal Highway 118th St On the Ocean, Ocean City, MD 21842-2506",Carousel Oceanfront Hotel & Condos,,3.5
Very good,"838, reviews,1 King Cotton Rd, Edisto Beach, Edisto Island, SC 29438-3606,838, reviews,1 King Cotton Rd, Edisto Beach, Edisto Island, SC 29438-3606",Club Wyndham Ocean Ridge,,3.5
Excellent,"2,976, reviews,Avenida Catedral 7, 08002 Barcelona Spain,2,976, reviews,Avenida Catedral 7, 08002 Barcelona Spain,Name/address in local language",Hotel Colón,,4.5
Excellent,"2,394, reviews,1590 Lyndon B Johnson Freeway, Dallas, TX 75234-6031,2,394, reviews,1590 Lyndon B Johnson Freeway, Dallas, TX 75234-6031",Renaissance Dallas North Hotel,,4.5
Very good,"1,349, reviews,17739 Front Beach Rd, Panama City Beach, FL 32413-5903,1,349, reviews,17739 Front Beach Rd, Panama City Beach, FL 32413-5903",Splash Resort Condominiums Panama City Beach,,4.0
Excellent,"918, reviews,149 Main St, Sandwich, MA 02563-2231,918, reviews,149 Main St, Sandwich, MA 02563-2231",Dan'l Webster Inn & Spa,,4.5
Very good,"5, reviews,51 10th Ave, New York City, NY 10014-1110,5, reviews,51 10th Ave, New York City, NY 10014-1110",Liberty Inn,,4.0
Average,"314, reviews,3346 Highway 301 N, Hamer, SC 29547-7400,314, reviews,3346 Highway 301 N, Hamer, SC 29547-7400",South of the Border,,3.0
Very good,"34, reviews,40 Clubhouse Lane, Thornton, NH 03285,34, reviews,40 Clubhouse Lane, Thornton, NH 03285",Owl's Nest Resort,,4.0
Very good,"1,410, reviews,9360 Wilshire Blvd, Beverly Hills, CA 90212-3134,1,410, reviews,9360 Wilshire Blvd, Beverly Hills, CA 90212-3134",SIXTY Beverly Hills,,4.0
Very good,"1,829, reviews,657 Minola Dr, Miami Springs, FL 33166-6039,1,829, reviews,657 Minola Dr, Miami Springs, FL 33166-6039",Comfort Suites Miami Airport North,,4.0
Excellent,"79, reviews,Bodu Magu, 08080,79, reviews,Bodu Magu, 08080",Ocean Retreat & Spa,,4.5
Excellent,"1,831, reviews,18 Km, Route, Tamraght, Agadir 80750 Morocco",,,4.5
Excellent,"2,602, reviews,2800 South Ocean Boulevard, Palm Beach, FL 33480,2,602, reviews,2800 South Ocean Boulevard, Palm Beach, FL 33480",Four Seasons Resort Palm Beach,,4.5
Excellent,"1,050, reviews,Tortuga Way, Punta Cana 23000 Dominican Republic,1,050, reviews,Tortuga Way, Punta Cana 23000 Dominican Republic",Tortuga Bay Puntacana Resort & Club,,5.0
Very good,"1,502, reviews,Messonghi Beach, Messonghi 490 80 Greece,1,502, reviews,Messonghi Beach, Messonghi 490 80 Greece,Name/address in local language",Sentido Apollo Palace,,4.0
Excellent,"2,068, reviews,8400 Costa Verde Drive, Myrtle Beach, SC 29572-4432,2,068, reviews,8400 Costa Verde Drive, Myrtle Beach, SC 29572-4432",Marriott Myrtle Beach Resort & Spa at Grande Dunes,,4.5
Very good,"14,981, reviews,570 Tenth Avenue At W 42nd Street West 42nd Street, New York City, NY 10036-3001,14,981, reviews,570 Tenth Avenue At W 42nd Street West 42nd Street, New York City, NY 10036-3001",YOTEL New York Times Square,,4.0
Very good,"759, reviews,160 Beaver Creek Boulevard, Avon, Beaver Creek, CO 81620,759, reviews,160 Beaver Creek Boulevard, Avon, Beaver Creek, CO 81620","Sheraton Mountain Vista Villas, Avon / Vail Valley",,4.0
Very good,"518, reviews,107 Pine St, Seattle, WA 98101-1528,518, reviews,107 Pine St, Seattle, WA 98101-1528",Palihotel Seattle,,4.0
Excellent,"4,167, reviews,166 Church St, Charleston, SC 29401-3125,4,167, reviews,166 Church St, Charleston, SC 29401-3125",French Quarter Inn,,5.0
Very good,"143, reviews,Moi South Lake Road, Naivasha 20117 Kenya,143, reviews,Moi South Lake Road, Naivasha 20117 Kenya",Lake Naivasha Resort,,3.5
Excellent,"4,447, reviews,75 East Harmon Avenue, Las Vegas, NV 89109,4,447, reviews,75 East Harmon Avenue, Las Vegas, NV 89109",Marriott's Grand Chateau,,4.5
Excellent,"511, reviews,39 Smithe Street, Vancouver, British Columbia V6B 0R3 Canada,511, reviews,39 Smithe Street, Vancouver, British Columbia V6B 0R3 Canada",JW Marriott Parq Vancouver,,4.5
Excellent,"1,648, reviews,Castle Combe SN14 7HR England,1,648, reviews,Castle Combe SN14 7HR England",The Manor House,,4.5
Excellent,"2,963, reviews,123 Boulevard de Sebastopol 2nd Arr., 75002 Paris France,2,963, reviews,123 Boulevard de Sebastopol 2nd Arr., 75002 Paris France,Name/address in local language",Hotel Le 123 Sebastopol - Astotel,,5.0
Very good,"197, reviews,Barangay Perez, Calauan, Luzon 4012 Philippines,197, reviews,Barangay Perez, Calauan, Luzon 4012 Philippines",Hidden Valley Springs Resort,,4.0
Excellent,"1,686, reviews,10 Avenida Nte. & Calle 2 Nte, Playa del Carmen 77710 Mexico,1,686, reviews,10 Avenida Nte. & Calle 2 Nte, Playa del Carmen 77710 Mexico,Name/address in local language","The Fives Downtown Hotel & Residences, Curio Collection by Hilton",,4.5
Excellent,"1,088, reviews,L'Anse Aux Epines Beach, Lance aux Epines Grenada,1,088, reviews,L'Anse Aux Epines Beach, Lance aux Epines Grenada",Calabash Hotel,,5.0
Very good,"187, reviews,Western Avenue Western Avenue, London W5 3BQ England,187, reviews,Western Avenue Western Avenue, London W5 3BQ England",Hampton By Hilton London Park Royal,,4.0
Very good,"239, reviews,55 Hessian Drive, Bear Mountain, NY 10911,239, reviews,55 Hessian Drive, Bear Mountain, NY 10911",Bear Mountain Inn & Overlook Lodge,,3.5
Excellent,"1,718, reviews,480 South Collier Blvd, Marco Island, FL 34145,1,718, reviews,480 South Collier Blvd, Marco Island, FL 34145",Marco Beach Ocean Suites,,4.5
Excellent,"302, reviews,12513 Front Beach Rd, Panama City Beach, FL 32407-3306,302, reviews,12513 Front Beach Rd, Panama City Beach, FL 32407-3306",SpringHill Suites Panama City Beach Beachfront,,4.5
Very good,"687, reviews,Av. S'Olivera, 4, 07182 Magaluf, Calvia, Majorca Spain,687, reviews,Av. S'Olivera, 4, 07182 Magaluf, Calvia, Majorca Spain,Name/address in local language",INNSiDE by Meliá Calviá Beach,,4.0
Very good,"688, reviews,399 2nd St, Indian Rocks Beach, FL 33785-2974,688, reviews,399 2nd St, Indian Rocks Beach, FL 33785-2974",New Hotel Collection Harbourside Resort,,4.0
Excellent,"2,189, reviews,Carretera Puerto Alcudia-Arta, 43, 07048 Port d'Alcudia, Alcudia, Majorca Spain,2,189, reviews,Carretera Puerto Alcudia-Arta, 43, 07048 Port d'Alcudia, Alcudia, Majorca Spain,Name/address in local language",Iberostar Ciudad Blanca,,4.5
Excellent,"5,207, reviews,Avenida Olivera 12, 07181 Magaluf, Calvia, Majorca Spain,5,207, reviews,Avenida Olivera 12, 07181 Magaluf, Calvia, Majorca Spain,Name/address in local language",Hotel Samos,,4.5
Excellent,"3,328, reviews,Safaga Road, Makadi Bay, Hurghada Egypt,3,328, reviews,Safaga Road, Makadi Bay, Hurghada Egypt,Name/address in local language",Iberotel Makadi Beach,,5.0
Average,"2, reviews,8150 N Stemmons Fwy, Dallas, TX 75247-4104,2, reviews,8150 N Stemmons Fwy, Dallas, TX 75247-4104",Budget Suites Empire Central,,2.5
Excellent,"2,272, reviews,Agios Petros, Lefkimi 49080 Greece,2,272, reviews,Agios Petros, Lefkimi 49080 Greece,Name/address in local language",Capo Di Corfu,,4.5
Very good,"1,799, reviews,4525 Collins Ave, Miami Beach, FL 33140-3226,1,799, reviews,4525 Collins Ave, Miami Beach, FL 33140-3226",Nobu Miami,,4.0
Excellent,"1,155, reviews,Kalami Beach, Kalami 490 83 Greece,1,155, reviews,Kalami Beach, Kalami 490 83 Greece,Name/address in local language",San Antonio Corfu Resort,,4.5
Very good,"817, reviews,100 Queen's Gate Kensington, London SW7 5AG England,817, reviews,100 Queen's Gate Kensington, London SW7 5AG England","100 Queen’s Gate Hotel London, Curio Collection by Hilton",,4.0
Excellent,"368, reviews,Km 4 Carretera Tulum-Boca Paila, Tulum 77780 Mexico,368, reviews,Km 4 Carretera Tulum-Boca Paila, Tulum 77780 Mexico,Name/address in local language",Our Habitas Tulum,,4.5
Excellent,"2,366, reviews,3107 Atlantic Avenue, Virginia Beach, VA 23451,2,366, reviews,3107 Atlantic Avenue, Virginia Beach, VA 23451",Hampton Inn Virginia Beach-Oceanfront North,,4.5
Very good,"695, reviews,75-5888 Alii Dr, Kailua-Kona, Island of Hawaii, HI 96740-1312,695, reviews,75-5888 Alii Dr, Kailua-Kona, Island of Hawaii, HI 96740-1312",Kona Reef Resort,,4.0
Excellent,"1,614, reviews,345 Banff Avenue, Banff, Banff National Park, Alberta T1L 1H8 Canada,1,614, reviews,345 Banff Avenue, Banff, Banff National Park, Alberta T1L 1H8 Canada",Moose Hotel and Suites,,4.5
Very good,"3,332, reviews,Carr. a Chankanaab Km 4. 5, Cozumel 77600 Mexico,3,332, reviews,Carr. a Chankanaab Km 4. 5, Cozumel 77600 Mexico,Name/address in local language",El Cid La Ceiba Beach Hotel,,4.0
Excellent,"3,410, reviews,Box 32, Rethymnon, Lavris, Crete 74100 Greece,3,410, reviews,Box 32, Rethymnon, Lavris, Crete 74100 Greece,Name/address in local language",Iberostar Creta Panorama & Mare,,4.5
Very good,"23, reviews,Senga Bay Beach, Salima Malawi,23, reviews,Senga Bay Beach, Salima Malawi",Sigelege Beach Resort,,4.0
Excellent,"86, reviews,1 Fisher Island Dr, Miami Beach, FL 33109-0001,86, reviews,1 Fisher Island Dr, Miami Beach, FL 33109-0001",Fisher Island Hotel & Resort,,4.5
Excellent,"1,188, reviews,2515 Tunnel Rd, Estes Park, CO 80511-9501,1,188, reviews,2515 Tunnel Rd, Estes Park, CO 80511-9501",YMCA of the Rockies,,4.5
Excellent,"2,526, reviews,JW6X+282, Kalutara 12000 Sri Lanka,2,526, reviews,JW6X+282, Kalutara 12000 Sri Lanka",Royal Palms Beach Hotel,,4.5
Very good,"1,751, reviews,3100 East Frontera, Anaheim, CA 92806,1,751, reviews,3100 East Frontera, Anaheim, CA 92806",Embassy Suites by Hilton Anaheim North,,3.5
Very good,"2,365, reviews,202 E Pratt St, Baltimore, MD 21202,2,365, reviews,202 E Pratt St, Baltimore, MD 21202",Renaissance Baltimore Harborplace Hotel,,4.0
Very good,"739, reviews,2 15th St, Ocean City, MD 21842-4495,739, reviews,2 15th St, Ocean City, MD 21842-4495",Courtyard by Marriott Ocean City Oceanfront,,4.0
Very good,"77, reviews,1516 Us-271, Grant, OK 74738,77, reviews,1516 Us-271, Grant, OK 74738",Choctaw Casino & Resort,,4.0
Very good,"230, reviews,Adelianos Kampos, Rethymnon, Crete 741 00 Greece,230, reviews,Adelianos Kampos, Rethymnon, Crete 741 00 Greece,Name/address in local language",Eva Bay Hotel,,4.0
Very good,"3,258, reviews,Calle Galeón, S/N Calviá Beach, 07181 Magaluf, Calvia, Majorca Spain,3,258, reviews,Calle Galeón, S/N Calviá Beach, 07181 Magaluf, Calvia, Majorca Spain,Name/address in local language",Sol Katmandu Park & Resort,,4.0
Very good,"16, reviews,Opposite of ECO Park, Kuakata 8652 Bangladesh,16, reviews,Opposite of ECO Park, Kuakata 8652 Bangladesh",Sikder Resort & Villas,,4.0
Excellent,"196, reviews,Carretera Transpeninsular Km 7.3 A 4, Cabo San Lucas 23410 Mexico,196, reviews,Carretera Transpeninsular Km 7.3 A 4, Cabo San Lucas 23410 Mexico,Name/address in local language",El Encanto All Inclusive Resort at Hacienda Encantada,,4.5
Very good,"2,306, reviews,111 Center St, Lake Geneva, WI 53147-2087,2,306, reviews,111 Center St, Lake Geneva, WI 53147-2087",The Cove of Lake Geneva,,4.0
Very good,"34, reviews,Nayonpur Bazar, Chalkpara Mawna, Sreepur, Gazipur 1740 Bangladesh,34, reviews,Nayonpur Bazar, Chalkpara Mawna, Sreepur, Gazipur 1740 Bangladesh",Dream Square Resort,,4.0
Very good,"139, reviews,Rua do Vale de Pereiro 19, Lisbon 1250-270 Portugal,139, reviews,Rua do Vale de Pereiro 19, Lisbon 1250-270 Portugal,Name/address in local language",Mama Shelter Lisboa,,4.0
Average,"3,478, reviews,Genting Highlands 69000 Malaysia,3,478, reviews,Genting Highlands 69000 Malaysia",First World Hotel,,3.0
Excellent,"2,418, reviews,Ovacik Koyu. Yasdam Caddesi No:2, Oludeniz 48300 Türkiye,2,418, reviews,Ovacik Koyu. Yasdam Caddesi No:2, Oludeniz 48300 Türkiye,Name/address in local language",Montana Pine Resort,,4.5
Very good,"190, reviews,Saints Constantine and Helena 9006 Bulgaria,190, reviews,Saints Constantine and Helena 9006 Bulgaria",Astor Garden Hotel,,4.0
Very good,"3,394, reviews,40530 Highway 41, Oakhurst, CA 93644,3,394, reviews,40530 Highway 41, Oakhurst, CA 93644",Best Western Plus Yosemite Gateway Inn,,4.0
Excellent,"689, reviews,640 W Katella Ave, Anaheim, CA 92802-3411,689, reviews,640 W Katella Ave, Anaheim, CA 92802-3411",Residence Inn by Marriott at Anaheim Resort/Convention Center,,4.5
Excellent,"48, reviews,700 Garden City Plaza, Garden City, NY 11530,48, reviews,700 Garden City Plaza, Garden City, NY 11530",Residence Inn Garden City,,4.5
Average,"61, reviews,Bahçecik Mevki 15. Sokak No:20 Bahçecik Mevki 15. Sokak No:20, Beldibi, Kemer Türkiye,61, reviews,Bahçecik Mevki 15. Sokak No:20 Bahçecik Mevki 15. Sokak No:20, Beldibi, Kemer Türkiye,Name/address in local language",Ipsos Hotel,,3.0
Poor,"32, reviews,June Lake Beach Rd, June Lake, CA 93529,32, reviews,June Lake Beach Rd, June Lake, CA 93529",Pine Cliff Rv Resort,,2.0
Very good,"1,208, reviews,Off Epar.Od. Pilonas-Katavias, Lardos 85109 Greece,1,208, reviews,Off Epar.Od. Pilonas-Katavias, Lardos 85109 Greece,Name/address in local language",Olive Garden Hotel,,4.0
Excellent,"3,935, reviews,132 W 27th St, New York City, NY 10001-6202,3,935, reviews,132 W 27th St, New York City, NY 10001-6202",INNSiDE New York Nomad,,4.5
Very good,"72, reviews,Rruga Kombetare Durres-Kavaja Golem, Durres Albania,72, reviews,Rruga Kombetare Durres-Kavaja Golem, Durres Albania",Hotel Bonita,,3.5
Excellent,"242, reviews,721 Congress Ave, Austin, TX 78701-3216,242, reviews,721 Congress Ave, Austin, TX 78701-3216",Hyatt Centric Congress Avenue Austin,,4.5
Excellent,"1,437, reviews,866 W Peachtree St NW Nw, Atlanta, GA 30308,1,437, reviews,866 W Peachtree St NW Nw, Atlanta, GA 30308",Renaissance Atlanta Midtown Hotel,,4.5
Very good,"29, reviews,Tenkiller State Park 8 miles N of Gore on Hwy 100, Vian, OK 74962,29, reviews,Tenkiller State Park 8 miles N of Gore on Hwy 100, Vian, OK 74962",Tenkiller State Park Cabins,,4.0
Very good,"188, reviews,711 S. Atlantic Ave., Ormond Beach, FL 32176,188, reviews,711 S. Atlantic Ave., Ormond Beach, FL 32176",Home2 Suites by Hilton Ormond Beach Oceanfront,,4.0
Excellent,"2,982, reviews,Rua Alexandre O'Neil, Albufeira 8200-343 Portugal,2,982, reviews,Rua Alexandre O'Neil, Albufeira 8200-343 Portugal,Name/address in local language",Jupiter Albufeira Hotel - Family & Fun,,4.5
Average,"3, reviews,Callejon Primer Coahuila 2012 Colonia Zona Norte, Tijuana 22000 Mexico,3, reviews,Callejon Primer Coahuila 2012 Colonia Zona Norte, Tijuana 22000 Mexico,Name/address in local language",Hotel Las Cascadas,,2.5
Average,"492, reviews,Ulubük Mevki Okurcalar Beldesi, Alanya 7415 Türkiye,492, reviews,Ulubük Mevki Okurcalar Beldesi, Alanya 7415 Türkiye,Name/address in local language",Concordia Celes Hotel,,3.0
Excellent,"1,169, reviews,Porters Road, Porters BB24033 Barbados,1,169, reviews,Porters Road, Porters BB24033 Barbados",Colony Club by Elegant Hotels,,4.5
Very good,"582, reviews,Barbaros Cad. 101. Sokak No:1 Siteler Mah., Marmaris 48700 Türkiye,582, reviews,Barbaros Cad. 101. Sokak No:1 Siteler Mah., Marmaris 48700 Türkiye,Name/address in local language",Class Beach Hotel,,4.0
Very good,"8, reviews,Krasno 58, Krasno Polje 53274 Croatia,8, reviews,Krasno 58, Krasno Polje 53274 Croatia",Hotel Degenija Krasno,,4.0
Excellent,"1,967, reviews,Piazza Tasso, 34, 80067, Sorrento Italy,1,967, reviews,Piazza Tasso, 34, 80067, Sorrento Italy,Name/address in local language",Grand Hotel Excelsior Vittoria,,5.0
